description,name,geometry
,00610,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.931669,60.206243,0.0 24.934931,60.206052,0.0 24.941905,60.204068,0.0 24.945037,60.203055,0.0 24.946604,60.202778,0.0 24.949114,60.20281,0.0 24.950252,60.202959,0.0 24.953213,60.203812,0.0 24.952869,60.205369,0.0 24.957998,60.207597,0.0 24.956625,60.208546,0.0 24.960401,60.210188,0.0 24.958856,60.212512,0.0 24.963105,60.213866,0.0 24.96495,60.214431,0.0 24.9698,60.212491,0.0 24.973748,60.217181,0.0 24.962633,60.214996,0.0 24.955981,60.216381,0.0 24.952762,60.217202,0.0 24.948363,60.220954,0.0 24.942999,60.218694,0.0 24.939523,60.216893,0.0 24.93772,60.215582,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00620,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.916348,60.217905,0.0 24.916112,60.219195,0.0 24.914804,60.220165,0.0 24.913312,60.221758,0.0 24.921616,60.220868,0.0 24.931905,60.224864,0.0 24.939866,60.227091,0.0 24.943106,60.229691,0.0 24.952784,60.231119,0.0 24.954844,60.228913,0.0 24.952569,60.225877,0.0 24.952011,60.224747,0.0 24.952977,60.223916,0.0 24.953492,60.222627,0.0 24.948363,60.220954,0.0 24.942999,60.218694,0.0 24.939523,60.216893,0.0 24.93772,60.215582,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00630,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.900513,60.235316,0.0 24.915533,60.235146,0.0 24.92403,60.236403,0.0 24.928493,60.23636,0.0 24.930253,60.235146,0.0 24.947376,60.237191,0.0 24.94463,60.233889,0.0 24.943106,60.229691,0.0 24.939866,60.227091,0.0 24.931905,60.224864,0.0 24.921616,60.220868,0.0 24.913312,60.221758,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00640,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.953492,60.222627,0.0 24.956946,60.22381,0.0 24.965744,60.227837,0.0 24.971366,60.230735,0.0 24.977717,60.233931,0.0 24.984584,60.237553,0.0 24.978533,60.239257,0.0 24.972181,60.241366,0.0 24.966087,60.24045,0.0 24.961581,60.23996,0.0 24.960251,60.239002,0.0 24.95553,60.238959,0.0 24.947376,60.237191,0.0 24.94463,60.233889,0.0 24.943106,60.229691,0.0 24.952784,60.231119,0.0 24.954844,60.228913,0.0 24.952569,60.225877,0.0 24.952011,60.224747,0.0 24.952977,60.223916,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00650,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.956946,60.22381,0.0 24.961452,60.223064,0.0 24.966259,60.22366,0.0 24.972954,60.223724,0.0 24.973662,60.219366,0.0 24.973748,60.217181,0.0 24.9754,60.217884,0.0 24.977331,60.219014,0.0 24.979134,60.220005,0.0 24.980807,60.220826,0.0 24.981451,60.221529,0.0 24.989605,60.23114,0.0 24.988489,60.235252,0.0 24.984584,60.237553,0.0 24.977717,60.233931,0.0 24.971366,60.230735,0.0 24.965744,60.227837,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00660,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.928493,60.23636,0.0 24.930253,60.235146,0.0 24.947376,60.237191,0.0 24.948235,60.244242,0.0 24.948363,60.248586,0.0 24.937935,60.247479,0.0 24.93639,60.247692,0.0 24.924674,60.246297,0.0 24.913924,60.245104,0.0 24.909568,60.243432,0.0 24.912443,60.238554,0.0 24.900513,60.235316,0.0 24.915533,60.235146,0.0 24.92403,60.236403,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00670,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.93639,60.247692,0.0 24.937935,60.247479,0.0 24.948363,60.248586,0.0 24.948578,60.252036,0.0 24.949651,60.254144,0.0 24.949007,60.255784,0.0 24.945102,60.256571,0.0 24.943471,60.257551,0.0 24.937248,60.256337,0.0 24.932098,60.25589,0.0 24.919739,60.273025,0.0 24.898753,60.26879,0.0 24.908023,60.252462,0.0 24.910984,60.247074,0.0 24.909568,60.243432,0.0 24.913924,60.245104,0.0 24.924674,60.246297,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00680,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.949007,60.255784,0.0 24.960766,60.252803,0.0 24.977846,60.253356,0.0 24.978189,60.252675,0.0 24.974542,60.24946,0.0 24.972439,60.243304,0.0 24.972181,60.241366,0.0 24.966087,60.24045,0.0 24.961581,60.23996,0.0 24.960251,60.239002,0.0 24.95553,60.238959,0.0 24.947376,60.237191,0.0 24.948235,60.244242,0.0 24.948363,60.248586,0.0 24.948578,60.252036,0.0 24.949651,60.254144,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00690,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.960766,60.252803,0.0 24.977846,60.253356,0.0 24.972868,60.264214,0.0 24.959908,60.268258,0.0 24.959135,60.270216,0.0 24.955873,60.27294,0.0 24.956818,60.276132,0.0 24.953556,60.276941,0.0 24.951754,60.278345,0.0 24.945745,60.278388,0.0 24.930983,60.27477,0.0 24.924631,60.274685,0.0 24.919739,60.273025,0.0 24.932098,60.25589,0.0 24.937248,60.256337,0.0 24.943471,60.257551,0.0 24.945102,60.256571,0.0 24.949007,60.255784,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00700,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.024538,60.232067,0.0 25.041361,60.238192,0.0 25.058527,60.245903,0.0 25.063848,60.250205,0.0 25.048056,60.254889,0.0 25.036983,60.25572,0.0 25.02707,60.257381,0.0 25.022435,60.25885,0.0 25.02089,60.257444,0.0 25.01956,60.256699,0.0 25.017972,60.258317,0.0 25.013402,60.258392,0.0 25.011706,60.259371,0.0 25.010655,60.26134,0.0 25.009239,60.261766,0.0 25.003488,60.261159,0.0 25.002844,60.260478,0.0 25.001128,60.258509,0.0 24.999239,60.257029,0.0 25.000784,60.255816,0.0 24.998381,60.254687,0.0 24.996214,60.252526,0.0 24.994755,60.251376,0.0 24.998081,60.248821,0.0 25.001557,60.247085,0.0 25.004003,60.247351,0.0 25.005269,60.243656,0.0 25.005805,60.24126,0.0 25.01617,60.241494,0.0 25.020933,60.240259,0.0 25.021148,60.23815,0.0 25.022221,60.236296,0.0 25.020161,60.232461,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00710,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.020161,60.232461,0.0 25.024538,60.232067,0.0 25.014324,60.22886,0.0 25.003424,60.227997,0.0 24.999754,60.227102,0.0 24.993038,60.224374,0.0 24.981451,60.221529,0.0 24.989605,60.23114,0.0 24.991579,60.234208,0.0 24.994197,60.239257,0.0 24.999304,60.24126,0.0 25.005805,60.24126,0.0 25.01617,60.241494,0.0 25.020933,60.240259,0.0 25.021148,60.23815,0.0 25.022221,60.236296,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00720,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.974542,60.24946,0.0 24.983211,60.250077,0.0 24.985356,60.25095,0.0 24.985442,60.251488,0.0 24.988403,60.251557,0.0 24.989262,60.250865,0.0 24.990699,60.250663,0.0 24.992115,60.250918,0.0 24.994755,60.251376,0.0 24.998081,60.248821,0.0 25.001557,60.247085,0.0 25.004003,60.247351,0.0 25.004776,60.245094,0.0 25.005269,60.243656,0.0 25.005805,60.24126,0.0 24.999304,60.24126,0.0 24.994197,60.239257,0.0 24.991579,60.234208,0.0 24.989605,60.23114,0.0 24.988489,60.235252,0.0 24.984584,60.237553,0.0 24.978533,60.239257,0.0 24.972181,60.241366,0.0 24.972439,60.243304,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00730,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.036983,60.25572,0.0 25.041704,60.25753,0.0 25.043206,60.265874,0.0 25.043807,60.269014,0.0 25.04252,60.269418,0.0 25.041361,60.269844,0.0 25.039859,60.270035,0.0 25.038679,60.271578,0.0 25.034773,60.272163,0.0 25.033679,60.269546,0.0 25.029602,60.271536,0.0 25.029066,60.273206,0.0 25.016921,60.273664,0.0 25.011234,60.275462,0.0 25.011384,60.272695,0.0 25.006728,60.27078,0.0 25.004389,60.270216,0.0 25.005119,60.269078,0.0 25.003145,60.268684,0.0 24.998317,60.268109,0.0 24.996042,60.267747,0.0 24.999604,60.264427,0.0 25.00057,60.264267,0.0 25.002179,60.262192,0.0 25.004668,60.262543,0.0 25.003488,60.261159,0.0 25.009239,60.261766,0.0 25.010655,60.26134,0.0 25.011706,60.259371,0.0 25.013402,60.258392,0.0 25.017972,60.258317,0.0 25.01956,60.256699,0.0 25.02089,60.257444,0.0 25.022435,60.25885,0.0 25.02707,60.257381,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00740,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.975786,60.265002,0.0 24.975958,60.266981,0.0 24.978232,60.268003,0.0 24.9754,60.269812,0.0 24.977245,60.272344,0.0 24.977717,60.274025,0.0 24.980936,60.275941,0.0 24.980936,60.277536,0.0 24.983854,60.279749,0.0 24.989905,60.279728,0.0 24.993596,60.281281,0.0 24.99733,60.282749,0.0 24.999948,60.285068,0.0 25.000763,60.286557,0.0 25.005956,60.286046,0.0 25.007715,60.286706,0.0 25.013895,60.285451,0.0 25.015912,60.284908,0.0 25.016234,60.28444,0.0 25.015805,60.283089,0.0 25.014474,60.281909,0.0 25.012865,60.281983,0.0 25.010633,60.280547,0.0 25.008101,60.27826,0.0 25.011234,60.275462,0.0 25.011384,60.272695,0.0 25.006728,60.27078,0.0 25.004389,60.270216,0.0 25.005119,60.269078,0.0 25.003145,60.268684,0.0 24.998317,60.268109,0.0 24.996042,60.267747,0.0 24.999604,60.264427,0.0 24.9966,60.26465,0.0 24.993875,60.264023,0.0 24.987867,60.264576,0.0 24.982138,60.264448,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00750,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.007715,60.286706,0.0 25.009131,60.287833,0.0 25.012693,60.287493,0.0 25.015869,60.28896,0.0 25.021062,60.289237,0.0 25.02677,60.287429,0.0 25.028143,60.28594,0.0 25.033636,60.284855,0.0 25.034623,60.286472,0.0 25.037799,60.287876,0.0 25.040803,60.285323,0.0 25.04046,60.284004,0.0 25.043721,60.281813,0.0 25.048699,60.283089,0.0 25.05136,60.284557,0.0 25.055437,60.283451,0.0 25.054622,60.282643,0.0 25.055566,60.281962,0.0 25.057154,60.280196,0.0 25.043764,60.278792,0.0 25.044537,60.275855,0.0 25.04282,60.274025,0.0 25.042949,60.271472,0.0 25.04488,60.271067,0.0 25.043807,60.269014,0.0 25.04252,60.269418,0.0 25.041361,60.269844,0.0 25.039859,60.270035,0.0 25.038679,60.271578,0.0 25.034773,60.272163,0.0 25.033679,60.269546,0.0 25.029602,60.271536,0.0 25.029066,60.273206,0.0 25.016921,60.273664,0.0 25.011234,60.275462,0.0 25.008101,60.27826,0.0 25.010633,60.280547,0.0 25.012865,60.281983,0.0 25.014474,60.281909,0.0 25.015805,60.283089,0.0 25.016234,60.28444,0.0 25.015912,60.284908,0.0 25.013895,60.285451,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00760,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.043206,60.265874,0.0 25.058355,60.263746,0.0 25.068269,60.263575,0.0 25.073977,60.26315,0.0 25.079942,60.267747,0.0 25.084877,60.27128,0.0 25.082517,60.273536,0.0 25.076079,60.275536,0.0 25.063033,60.27577,0.0 25.057154,60.280196,0.0 25.043764,60.278792,0.0 25.044537,60.275855,0.0 25.04282,60.274025,0.0 25.042949,60.271472,0.0 25.04488,60.271067,0.0 25.043807,60.269014,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00770,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.043206,60.265874,0.0 25.041704,60.25753,0.0 25.036983,60.25572,0.0 25.048056,60.254889,0.0 25.063848,60.250205,0.0 25.071573,60.252249,0.0 25.082989,60.25144,0.0 25.086851,60.25919,0.0 25.086594,60.260936,0.0 25.089297,60.268088,0.0 25.087237,60.27194,0.0 25.084877,60.27128,0.0 25.079942,60.267747,0.0 25.073977,60.26315,0.0 25.068269,60.263575,0.0 25.058355,60.263746,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00780,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.972868,60.264214,0.0 24.975786,60.265002,0.0 24.982138,60.264448,0.0 24.987867,60.264576,0.0 24.993875,60.264023,0.0 24.9966,60.26465,0.0 24.999604,60.264427,0.0 25.00057,60.264267,0.0 25.002179,60.262192,0.0 25.004668,60.262543,0.0 25.003488,60.261159,0.0 25.002844,60.260478,0.0 25.001128,60.258509,0.0 24.999239,60.257029,0.0 25.000784,60.255816,0.0 24.998381,60.254687,0.0 24.996214,60.252526,0.0 24.994755,60.251376,0.0 24.992115,60.250918,0.0 24.990699,60.250663,0.0 24.989262,60.250865,0.0 24.988403,60.251557,0.0 24.985442,60.251488,0.0 24.985356,60.25095,0.0 24.983211,60.250077,0.0 24.974542,60.24946,0.0 24.978189,60.252675,0.0 24.977846,60.253356,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00790,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.003424,60.227997,0.0 25.014324,60.22886,0.0 25.024538,60.232067,0.0 25.041361,60.238192,0.0 25.048141,60.233803,0.0 25.051146,60.231417,0.0 25.035353,60.221252,0.0 25.022521,60.212747,0.0 25.016298,60.213706,0.0 25.009046,60.219994,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00800,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.004282,60.202512,0.0 25.01956,60.199142,0.0 25.023551,60.199057,0.0 25.031619,60.197947,0.0 25.035954,60.198033,0.0 25.042992,60.203876,0.0 25.048056,60.207502,0.0 25.045824,60.209612,0.0 25.045223,60.210742,0.0 25.048656,60.213471,0.0 25.052648,60.213493,0.0 25.056596,60.214708,0.0 25.057926,60.215561,0.0 25.05106,60.217884,0.0 25.043764,60.21895,0.0 25.035353,60.221252,0.0 25.022521,60.212747,0.0 25.016298,60.213706,0.0 25.010848,60.208312,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00810,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.004282,60.202512,0.0 24.996729,60.195942,0.0 25.015612,60.190695,0.0 25.021963,60.188177,0.0 25.023551,60.185019,0.0 25.028658,60.18327,0.0 25.035825,60.184401,0.0 25.05033,60.187431,0.0 25.047884,60.190503,0.0 25.051103,60.192551,0.0 25.0493,60.194257,0.0 25.048914,60.193319,0.0 25.044365,60.192849,0.0 25.03943,60.192423,0.0 25.031791,60.194108,0.0 25.035954,60.198033,0.0 25.031619,60.197947,0.0 25.023551,60.199057,0.0 25.01956,60.199142,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00820,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.066638,60.202234,0.0 25.065393,60.208013,0.0 25.05784,60.207779,0.0 25.057712,60.205732,0.0 25.05033,60.202362,0.0 25.0493,60.194257,0.0 25.051103,60.192551,0.0 25.059686,60.193276,0.0 25.062561,60.194087,0.0 25.06578,60.196817,0.0 25.06814,60.198566,0.0 25.067754,60.201808,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00830,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.047884,60.190503,0.0 25.051103,60.192551,0.0 25.059686,60.193276,0.0 25.062561,60.194087,0.0 25.06578,60.196817,0.0 25.06814,60.198566,0.0 25.076809,60.194065,0.0 25.075178,60.190055,0.0 25.082817,60.190865,0.0 25.087795,60.188391,0.0 25.087795,60.183825,0.0 25.082645,60.178831,0.0 25.075436,60.177422,0.0 25.068226,60.17913,0.0 25.064621,60.182672,0.0 25.064192,60.186257,0.0 25.058527,60.187388,0.0 25.056124,60.188903,0.0 25.05033,60.187431,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00840,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.035825,60.184401,0.0 25.040846,60.182502,0.0 25.039043,60.179855,0.0 25.037756,60.178319,0.0 25.034966,60.176868,0.0 25.036125,60.1758,0.0 25.037198,60.174296,0.0 25.03885,60.174264,0.0 25.039601,60.172022,0.0 25.042605,60.170464,0.0 25.04518,60.169503,0.0 25.047669,60.16771,0.0 25.054021,60.165981,0.0 25.056295,60.166066,0.0 25.064793,60.166024,0.0 25.074706,60.168778,0.0 25.073419,60.172022,0.0 25.075436,60.177422,0.0 25.068226,60.17913,0.0 25.064621,60.182672,0.0 25.064192,60.186257,0.0 25.058527,60.187388,0.0 25.056124,60.188903,0.0 25.05033,60.187431,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00850,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.054021,60.165981,0.0 25.053935,60.165191,0.0 25.05548,60.164508,0.0 25.057282,60.163291,0.0 25.06063,60.160088,0.0 25.06063,60.157333,0.0 25.075865,60.156329,0.0 25.078526,60.158294,0.0 25.079813,60.154322,0.0 25.088396,60.155603,0.0 25.096464,60.152869,0.0 25.103245,60.153596,0.0 25.103846,60.151759,0.0 25.111656,60.150819,0.0 25.132942,60.153297,0.0 25.129681,60.155731,0.0 25.125303,60.157739,0.0 25.131311,60.161284,0.0 25.126591,60.169098,0.0 25.119295,60.172684,0.0 25.111399,60.172769,0.0 25.106506,60.164017,0.0 25.09964,60.163034,0.0 25.093975,60.169952,0.0 25.085435,60.173773,0.0 25.073419,60.172022,0.0 25.074706,60.168778,0.0 25.064793,60.166024,0.0 25.056295,60.166066,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00860,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.042133,60.157013,0.0 25.06063,60.157333,0.0 25.062389,60.155902,0.0 25.06299,60.153339,0.0 25.068398,60.153895,0.0 25.081015,60.150862,0.0 25.086508,60.145692,0.0 25.079041,60.143342,0.0 25.061359,60.141505,0.0 25.066681,60.13753,0.0 25.06299,60.135436,0.0 25.036812,60.133898,0.0 25.031834,60.131248,0.0 25.026169,60.131034,0.0 25.022221,60.130264,0.0 25.018616,60.129153,0.0 25.008488,60.128811,0.0 25.000248,60.129751,0.0 24.992094,60.130008,0.0 24.992867,60.140479,0.0 25.007801,60.141334,0.0 25.012951,60.140308,0.0 25.015955,60.140009,0.0 25.019817,60.140778,0.0 25.022221,60.143,0.0 25.024366,60.145607,0.0 25.032864,60.149495,0.0 25.038958,60.153297,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00870,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.037198,60.174296,0.0 25.035181,60.173154,0.0 25.028958,60.169461,0.0 25.035138,60.163867,0.0 25.036039,60.160686,0.0 25.042133,60.157013,0.0 25.06063,60.157333,0.0 25.06063,60.160088,0.0 25.057282,60.163291,0.0 25.05548,60.164508,0.0 25.053935,60.165191,0.0 25.054021,60.165981,0.0 25.047669,60.16771,0.0 25.04518,60.169503,0.0 25.042605,60.170464,0.0 25.039601,60.172022,0.0 25.03885,60.174264,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00880,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.057926,60.215561,0.0 25.058355,60.214665,0.0 25.061703,60.21426,0.0 25.068827,60.212299,0.0 25.062475,60.209719,0.0 25.059428,60.209996,0.0 25.05784,60.207779,0.0 25.057712,60.205732,0.0 25.05033,60.202362,0.0 25.0493,60.194257,0.0 25.048914,60.193319,0.0 25.044365,60.192849,0.0 25.03943,60.192423,0.0 25.031791,60.194108,0.0 25.035954,60.198033,0.0 25.042992,60.203876,0.0 25.048056,60.207502,0.0 25.045824,60.209612,0.0 25.045223,60.210742,0.0 25.048656,60.213471,0.0 25.052648,60.213493,0.0 25.056596,60.214708,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00890,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.136161,60.255443,0.0 25.149293,60.248182,0.0 25.157661,60.251206,0.0 25.140495,60.268939,0.0 25.158091,60.272515,0.0 25.177917,60.277664,0.0 25.187101,60.280132,0.0 25.190363,60.285876,0.0 25.196714,60.28226,0.0 25.205212,60.285791,0.0 25.202637,60.287833,0.0 25.221519,60.291151,0.0 25.230789,60.297871,0.0 25.240574,60.294979,0.0 25.246754,60.29617,0.0 25.253105,60.288088,0.0 25.245724,60.272515,0.0 25.227957,60.264853,0.0 25.229287,60.257082,0.0 25.259113,60.249225,0.0 25.280313,60.252888,0.0 25.285721,60.249651,0.0 25.275507,60.24701,0.0 25.273018,60.240408,0.0 25.278683,60.232525,0.0 25.283661,60.224257,0.0 25.301514,60.221273,0.0 25.312157,60.214964,0.0 25.279369,60.208269,0.0 25.221262,60.201531,0.0 25.201435,60.21927,0.0 25.192251,60.225237,0.0 25.174999,60.23016,0.0 25.161138,60.233143,0.0 25.155129,60.233122,0.0 25.151911,60.236531,0.0 25.149894,60.236488,0.0 25.149293,60.231971,0.0 25.13938,60.235593,0.0 25.137405,60.236829,0.0 25.139294,60.239726,0.0 25.141697,60.241686,0.0 25.143843,60.243006,0.0 25.146847,60.244838,0.0 25.140581,60.247947,0.0 25.135517,60.25012,0.0 25.125217,60.253782,0.0 25.129251,60.255613,0.0 25.137491,60.25836,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00900,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.05784,60.207779,0.0 25.065393,60.208013,0.0 25.075049,60.20876,0.0 25.075135,60.209996,0.0 25.081358,60.211745,0.0 25.083117,60.213322,0.0 25.085649,60.213983,0.0 25.087709,60.212043,0.0 25.092731,60.214964,0.0 25.097494,60.216467,0.0 25.090499,60.220676,0.0 25.08522,60.220954,0.0 25.079684,60.217927,0.0 25.068827,60.212299,0.0 25.062475,60.209719,0.0 25.059428,60.209996,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00910,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.087709,60.212043,0.0 25.090692,60.210156,0.0 25.093288,60.208973,0.0 25.100477,60.207747,0.0 25.104146,60.208131,0.0 25.108159,60.207928,0.0 25.111763,60.209079,0.0 25.114403,60.212651,0.0 25.1123,60.2141,0.0 25.108695,60.214068,0.0 25.108134,60.215524,0.0 25.105433,60.215976,0.0 25.104339,60.217437,0.0 25.102301,60.217735,0.0 25.097494,60.216467,0.0 25.092731,60.214964,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00920,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.051146,60.231417,0.0 25.035353,60.221252,0.0 25.043764,60.21895,0.0 25.05106,60.217884,0.0 25.057926,60.215561,0.0 25.058355,60.214665,0.0 25.061703,60.21426,0.0 25.068827,60.212299,0.0 25.079684,60.217927,0.0 25.08522,60.220954,0.0 25.083976,60.222509,0.0 25.09655,60.228136,0.0 25.09552,60.228604,0.0 25.091314,60.229158,0.0 25.087066,60.228477,0.0 25.085864,60.227816,0.0 25.078139,60.230458,0.0 25.075049,60.227688,0.0 25.057454,60.22984,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,00930,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.066638,60.202234,0.0 25.067754,60.201808,0.0 25.06814,60.198566,0.0 25.077152,60.197009,0.0 25.082302,60.197862,0.0 25.087538,60.199739,0.0 25.09758,60.199483,0.0 25.10273,60.20217,0.0 25.108159,60.207928,0.0 25.104146,60.208131,0.0 25.100477,60.207747,0.0 25.093288,60.208973,0.0 25.090692,60.210156,0.0 25.087709,60.212043,0.0 25.085649,60.213983,0.0 25.083117,60.213322,0.0 25.081358,60.211745,0.0 25.075135,60.209996,0.0 25.075049,60.20876,0.0 25.065393,60.208013,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
