description,name,geometry
,55910,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.904514,61.261485,0.0 28.916187,61.259834,0.0 28.918419,61.254634,0.0 28.930779,61.253643,0.0 28.950348,61.244726,0.0 28.971977,61.241422,0.0 28.979187,61.228949,0.0 28.932152,61.221512,0.0 28.870182,61.225561,0.0 28.861084,61.232914,0.0 28.875847,61.249598,0.0 28.885803,61.256615,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56100,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.761692,61.3141,0.0 28.77182,61.323821,0.0 28.802376,61.332881,0.0 28.825035,61.334198,0.0 28.851128,61.347618,0.0 28.878593,61.336833,0.0 28.906403,61.346219,0.0 28.922882,61.344078,0.0 28.94434,61.340044,0.0 28.941936,61.327445,0.0 28.951035,61.318878,0.0 28.97747,61.314264,0.0 28.983994,61.312616,0.0 28.981934,61.30487,0.0 28.961678,61.301243,0.0 28.952408,61.294812,0.0 28.939877,61.294977,0.0 28.916874,61.287061,0.0 28.900738,61.278401,0.0 28.863831,61.276421,0.0 28.845291,61.277328,0.0 28.833961,61.268335,0.0 28.820744,61.28071,0.0 28.802032,61.293823,0.0 28.776627,61.305859,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56120,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.714828,61.232501,0.0 28.704529,61.240183,0.0 28.714142,61.26165,0.0 28.707962,61.266354,0.0 28.712425,61.288875,0.0 28.707619,61.306683,0.0 28.712425,61.319537,0.0 28.761692,61.3141,0.0 28.776627,61.305859,0.0 28.802032,61.293823,0.0 28.820744,61.28071,0.0 28.833961,61.268335,0.0 28.849583,61.252983,0.0 28.838425,61.245386,0.0 28.828983,61.238531,0.0 28.795166,61.238531,0.0 28.750877,61.238862,0.0 28.722725,61.238531,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56140,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.408928,61.279638,0.0 28.389702,61.300748,0.0 28.415108,61.323327,0.0 28.468838,61.326539,0.0 28.483944,61.33321,0.0 28.502312,61.340868,0.0 28.545055,61.346548,0.0 28.555012,61.35305,0.0 28.566685,61.355436,0.0 28.573723,61.360044,0.0 28.650455,61.351898,0.0 28.672428,61.344572,0.0 28.699722,61.339962,0.0 28.712425,61.319537,0.0 28.707619,61.306683,0.0 28.712425,61.288875,0.0 28.707962,61.266354,0.0 28.714142,61.26165,0.0 28.704529,61.240183,0.0 28.714828,61.232501,0.0 28.67157,61.221016,0.0 28.699894,61.206054,0.0 28.674831,61.206054,0.0 28.648911,61.199191,0.0 28.652,61.190588,0.0 28.631401,61.185128,0.0 28.524628,61.206963,0.0 28.474503,61.231097,0.0 28.448753,61.257358,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56210,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.644104,61.496,0.0 28.696976,61.502226,0.0 28.707619,61.51107,0.0 28.733368,61.507795,0.0 28.76873,61.515819,0.0 28.781433,61.507303,0.0 28.795166,61.513526,0.0 28.819885,61.511398,0.0 28.826237,61.501161,0.0 28.84409,61.495837,0.0 28.851643,61.491494,0.0 28.880138,61.488709,0.0 28.891983,61.484202,0.0 28.89679,61.477809,0.0 28.889751,61.471169,0.0 28.872929,61.466249,0.0 28.869667,61.452798,0.0 28.880482,61.440081,0.0 28.910351,61.433104,0.0 28.918934,61.427193,0.0 28.92889,61.418243,0.0 28.936272,61.411919,0.0 28.961506,61.406415,0.0 28.976955,61.400335,0.0 28.966999,61.394829,0.0 28.951721,61.389568,0.0 28.931122,61.386609,0.0 28.909836,61.374851,0.0 28.903141,61.365392,0.0 28.910179,61.359633,0.0 28.906403,61.346219,0.0 28.878593,61.336833,0.0 28.851128,61.347618,0.0 28.825035,61.334198,0.0 28.802376,61.332881,0.0 28.77182,61.323821,0.0 28.761692,61.3141,0.0 28.712425,61.319537,0.0 28.699722,61.339962,0.0 28.672428,61.344572,0.0 28.700409,61.361032,0.0 28.719978,61.387513,0.0 28.728561,61.398527,0.0 28.749161,61.413808,0.0 28.754654,61.436798,0.0 28.733711,61.465675,0.0 28.740578,61.481087,0.0 28.718605,61.482563,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56310,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.590546,61.52826,0.0 28.614578,61.52515,0.0 28.629684,61.511889,0.0 28.644104,61.496,0.0 28.718605,61.482563,0.0 28.740578,61.481087,0.0 28.733711,61.465675,0.0 28.754654,61.436798,0.0 28.749161,61.413808,0.0 28.728561,61.398527,0.0 28.719978,61.387513,0.0 28.700409,61.361032,0.0 28.672428,61.344572,0.0 28.650455,61.351898,0.0 28.573723,61.360044,0.0 28.566685,61.355436,0.0 28.555012,61.35305,0.0 28.545055,61.346548,0.0 28.502312,61.340868,0.0 28.483944,61.33321,0.0 28.490639,61.341938,0.0 28.489437,61.348853,0.0 28.49802,61.352474,0.0 28.497505,61.359139,0.0 28.493214,61.369423,0.0 28.469181,61.366215,0.0 28.44944,61.37444,0.0 28.441029,61.371643,0.0 28.436222,61.371972,0.0 28.415623,61.371561,0.0 28.401203,61.361854,0.0 28.409271,61.349923,0.0 28.417683,61.336669,0.0 28.415108,61.323327,0.0 28.389702,61.300748,0.0 28.345757,61.326951,0.0 28.298378,61.334034,0.0 28.280525,61.3635,0.0 28.262329,61.378963,0.0 28.294258,61.397869,0.0 28.306618,61.414465,0.0 28.368073,61.422021,0.0 28.372192,61.440081,0.0 28.388329,61.443855,0.0 28.407211,61.45206,0.0 28.426437,61.456162,0.0 28.419914,61.484693,0.0 28.438797,61.511643,0.0 28.448753,61.510579,0.0 28.455448,61.501734,0.0 28.468323,61.502308,0.0 28.483772,61.50976,0.0 28.501625,61.507877,0.0 28.506775,61.509105,0.0 28.498192,61.522204,0.0 28.530464,61.523186,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56330,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.415108,61.323327,0.0 28.417683,61.336669,0.0 28.409271,61.349923,0.0 28.401203,61.361854,0.0 28.415623,61.371561,0.0 28.436222,61.371972,0.0 28.441029,61.371643,0.0 28.44944,61.37444,0.0 28.469181,61.366215,0.0 28.493214,61.369423,0.0 28.497505,61.359139,0.0 28.49802,61.352474,0.0 28.489437,61.348853,0.0 28.490639,61.341938,0.0 28.483944,61.33321,0.0 28.468838,61.326539,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56350,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.933426,61.350334,0.0 28.058395,61.354449,0.0 28.090324,61.35988,0.0 28.133926,61.363829,0.0 28.262329,61.378963,0.0 28.280525,61.3635,0.0 28.298378,61.334034,0.0 28.345757,61.326951,0.0 28.389702,61.300748,0.0 28.408928,61.279638,0.0 28.302155,61.249598,0.0 28.260784,61.244808,0.0 28.172722,61.259669,0.0 28.093758,61.276668,0.0 28.02578,61.291514,0.0 27.967243,61.284587,0.0 27.923641,61.29877,0.0 27.885532,61.292834,0.0 27.862358,61.280133,0.0 27.840385,61.286401,0.0 27.835922,61.299924,0.0 27.856178,61.317395,0.0 27.870598,61.329751,0.0 27.890511,61.332387,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56410,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.976955,61.400335,0.0 29.000473,61.398034,0.0 29.010086,61.391623,0.0 29.020214,61.382498,0.0 29.027939,61.385211,0.0 29.071198,61.371068,0.0 29.061241,61.366955,0.0 29.060726,61.355848,0.0 29.070511,61.352309,0.0 29.076691,61.342926,0.0 29.063644,61.341444,0.0 29.054375,61.335187,0.0 29.051113,61.324768,0.0 29.03841,61.327404,0.0 29.019356,61.320444,0.0 28.994293,61.318219,0.0 28.983994,61.312616,0.0 28.97747,61.314264,0.0 28.951035,61.318878,0.0 28.941936,61.327445,0.0 28.94434,61.340044,0.0 28.922882,61.344078,0.0 28.906403,61.346219,0.0 28.910179,61.359633,0.0 28.903141,61.365392,0.0 28.909836,61.374851,0.0 28.931122,61.386609,0.0 28.951721,61.389568,0.0 28.966999,61.394829,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56440,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.819885,61.511398,0.0 28.814392,61.536606,0.0 28.845291,61.533825,0.0 28.871727,61.529406,0.0 28.874817,61.559015,0.0 28.929062,61.545932,0.0 28.97644,61.5546,0.0 28.960648,61.537915,0.0 29.030685,61.536934,0.0 29.066048,61.536279,0.0 29.156685,61.549203,0.0 29.157028,61.543151,0.0 29.149818,61.531861,0.0 29.129562,61.506321,0.0 29.148102,61.490593,0.0 29.144154,61.486168,0.0 29.126129,61.476989,0.0 29.107933,61.476579,0.0 29.0942,61.482399,0.0 29.065361,61.462149,0.0 29.087677,61.452388,0.0 29.124069,61.436962,0.0 29.124413,61.421692,0.0 29.137287,61.412576,0.0 29.126129,61.398773,0.0 29.122524,61.392281,0.0 29.110165,61.374029,0.0 29.071198,61.371068,0.0 29.027939,61.385211,0.0 29.020214,61.382498,0.0 29.010086,61.391623,0.0 29.000473,61.398034,0.0 28.976955,61.400335,0.0 28.961506,61.406415,0.0 28.936272,61.411919,0.0 28.92889,61.418243,0.0 28.918934,61.427193,0.0 28.910351,61.433104,0.0 28.880482,61.440081,0.0 28.869667,61.452798,0.0 28.872929,61.466249,0.0 28.889751,61.471169,0.0 28.89679,61.477809,0.0 28.891983,61.484202,0.0 28.880138,61.488709,0.0 28.851643,61.491494,0.0 28.84409,61.495837,0.0 28.826237,61.501161,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56510,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.983994,61.312616,0.0 28.996868,61.311628,0.0 28.99807,61.30116,0.0 29.022274,61.295967,0.0 29.002705,61.281205,0.0 28.992577,61.257441,0.0 28.971977,61.241422,0.0 28.950348,61.244726,0.0 28.930779,61.253643,0.0 28.918419,61.254634,0.0 28.916187,61.259834,0.0 28.904514,61.261485,0.0 28.916874,61.274358,0.0 28.900738,61.278401,0.0 28.916874,61.287061,0.0 28.939877,61.294977,0.0 28.952408,61.294812,0.0 28.961678,61.301243,0.0 28.981934,61.30487,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56550,"<Polygon><outerBoundaryIs><LinearRing><coordinates>29.033089,61.248854,0.0 29.045963,61.245882,0.0 29.059181,61.238201,0.0 29.10862,61.241257,0.0 29.135742,61.241918,0.0 29.148273,61.232253,0.0 29.084415,61.210188,0.0 29.030857,61.191747,0.0 29.021244,61.188189,0.0 29.015579,61.193815,0.0 29.014378,61.207211,0.0 29.013691,61.232666,0.0 29.031372,61.238036,0.0 29.034119,61.24456,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56610,"<Polygon><outerBoundaryIs><LinearRing><coordinates>29.126129,61.398773,0.0 29.147158,61.398034,0.0 29.14484,61.395856,0.0 29.147758,61.388828,0.0 29.146729,61.377811,0.0 29.156599,61.369875,0.0 29.185352,61.364857,0.0 29.188099,61.356506,0.0 29.215565,61.360415,0.0 29.235992,61.328928,0.0 29.187584,61.323904,0.0 29.186554,61.31962,0.0 29.177799,61.313276,0.0 29.169731,61.303056,0.0 29.182777,61.288628,0.0 29.168873,61.282607,0.0 29.166298,61.268252,0.0 29.15926,61.265034,0.0 29.133511,61.26784,0.0 29.121323,61.272378,0.0 29.103985,61.273451,0.0 29.080124,61.271058,0.0 29.059868,61.270233,0.0 29.058323,61.287886,0.0 29.045963,61.291184,0.0 29.022274,61.295967,0.0 28.99807,61.30116,0.0 28.996868,61.311628,0.0 28.983994,61.312616,0.0 28.994293,61.318219,0.0 29.019356,61.320444,0.0 29.03841,61.327404,0.0 29.051113,61.324768,0.0 29.054375,61.335187,0.0 29.063644,61.341444,0.0 29.076691,61.342926,0.0 29.070511,61.352309,0.0 29.060726,61.355848,0.0 29.061241,61.366955,0.0 29.071198,61.371068,0.0 29.110165,61.374029,0.0 29.122524,61.392281,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56640,"<Polygon><outerBoundaryIs><LinearRing><coordinates>29.166298,61.268252,0.0 29.184494,61.265529,0.0 29.205437,61.257606,0.0 29.197712,61.254386,0.0 29.178658,61.245056,0.0 29.176426,61.241174,0.0 29.173164,61.242,0.0 29.160461,61.236219,0.0 29.148273,61.232253,0.0 29.135742,61.241918,0.0 29.10862,61.241257,0.0 29.059181,61.238201,0.0 29.045963,61.245882,0.0 29.033089,61.248854,0.0 29.042015,61.257193,0.0 29.059868,61.270233,0.0 29.080124,61.271058,0.0 29.103985,61.273451,0.0 29.121323,61.272378,0.0 29.133511,61.26784,0.0 29.15926,61.265034,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56710,"<Polygon><outerBoundaryIs><LinearRing><coordinates>29.186554,61.31962,0.0 29.221573,61.30932,0.0 29.238396,61.309567,0.0 29.257793,61.322421,0.0 29.296761,61.320032,0.0 29.264488,61.290648,0.0 29.241743,61.276091,0.0 29.245434,61.273162,0.0 29.244404,61.270233,0.0 29.238567,61.268087,0.0 29.234018,61.26817,0.0 29.228268,61.265529,0.0 29.222345,61.264621,0.0 29.212303,61.260577,0.0 29.211102,61.258596,0.0 29.205437,61.257606,0.0 29.184494,61.265529,0.0 29.166298,61.268252,0.0 29.168873,61.282607,0.0 29.182777,61.288628,0.0 29.169731,61.303056,0.0 29.177799,61.313276,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56730,"<Polygon><outerBoundaryIs><LinearRing><coordinates>29.148102,61.490593,0.0 29.171448,61.485267,0.0 29.196854,61.489118,0.0 29.179001,61.473546,0.0 29.22226,61.469447,0.0 29.218826,61.458786,0.0 29.224148,61.441968,0.0 29.243889,61.429656,0.0 29.242516,61.419557,0.0 29.259682,61.402635,0.0 29.275131,61.384225,0.0 29.295731,61.386362,0.0 29.298477,61.392774,0.0 29.3153,61.393596,0.0 29.368858,61.377236,0.0 29.334183,61.354943,0.0 29.32354,61.3477,0.0 29.322853,61.34342,0.0 29.296761,61.320032,0.0 29.257793,61.322421,0.0 29.238396,61.309567,0.0 29.221573,61.30932,0.0 29.186554,61.31962,0.0 29.187584,61.323904,0.0 29.235992,61.328928,0.0 29.215565,61.360415,0.0 29.188099,61.356506,0.0 29.185352,61.364857,0.0 29.156599,61.369875,0.0 29.146729,61.377811,0.0 29.147758,61.388828,0.0 29.14484,61.395856,0.0 29.147158,61.398034,0.0 29.126129,61.398773,0.0 29.137287,61.412576,0.0 29.124413,61.421692,0.0 29.124069,61.436962,0.0 29.087677,61.452388,0.0 29.065361,61.462149,0.0 29.0942,61.482399,0.0 29.107933,61.476579,0.0 29.126129,61.476989,0.0 29.144154,61.486168,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,56800,"<Polygon><outerBoundaryIs><LinearRing><coordinates>29.156685,61.549203,0.0 29.191704,61.555418,0.0 29.255562,61.546095,0.0 29.253502,61.539224,0.0 29.250755,61.527442,0.0 29.286461,61.518111,0.0 29.305344,61.521385,0.0 29.332981,61.51762,0.0 29.351349,61.512216,0.0 29.382248,61.501407,0.0 29.383278,61.485021,0.0 29.383278,61.464199,0.0 29.390831,61.454685,0.0 29.392376,61.448696,0.0 29.399757,61.443609,0.0 29.416924,61.438767,0.0 29.427052,61.434007,0.0 29.448166,61.426454,0.0 29.414864,61.405593,0.0 29.368858,61.377236,0.0 29.3153,61.393596,0.0 29.298477,61.392774,0.0 29.295731,61.386362,0.0 29.275131,61.384225,0.0 29.259682,61.402635,0.0 29.242516,61.419557,0.0 29.243889,61.429656,0.0 29.224148,61.441968,0.0 29.218826,61.458786,0.0 29.22226,61.469447,0.0 29.179001,61.473546,0.0 29.196854,61.489118,0.0 29.171448,61.485267,0.0 29.148102,61.490593,0.0 29.129562,61.506321,0.0 29.149818,61.531861,0.0 29.157028,61.543151,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57100,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.864689,61.897254,0.0 28.882198,61.900084,0.0 28.897004,61.881401,0.0 28.88855,61.878832,0.0 28.883872,61.874766,0.0 28.88473,61.869546,0.0 28.88267,61.867381,0.0 28.883228,61.860703,0.0 28.896146,61.858821,0.0 28.908463,61.855056,0.0 28.92786,61.851776,0.0 28.9258,61.837034,0.0 28.924599,61.823581,0.0 28.911724,61.81515,0.0 28.911381,61.805906,0.0 28.938332,61.803554,0.0 28.955326,61.793332,0.0 28.958416,61.783026,0.0 28.932152,61.786192,0.0 28.903313,61.792034,0.0 28.906574,61.780591,0.0 28.914127,61.765084,0.0 28.934898,61.748594,0.0 28.93507,61.729656,0.0 28.910179,61.741443,0.0 28.895073,61.742093,0.0 28.88031,61.747294,0.0 28.851471,61.758343,0.0 28.820915,61.771661,0.0 28.824348,61.78676,0.0 28.831215,61.794063,0.0 28.814049,61.803311,0.0 28.794136,61.807528,0.0 28.78315,61.815475,0.0 28.799286,61.816123,0.0 28.847523,61.818069,0.0 28.859882,61.827391,0.0 28.879967,61.835737,0.0 28.893185,61.842462,0.0 28.8731,61.849185,0.0 28.855419,61.860116,0.0 28.84881,61.864811,0.0 28.853316,61.867523,0.0 28.854475,61.869486,0.0 28.858209,61.870862,0.0 28.863144,61.874685,0.0 28.864861,61.883828,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57120,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.854561,61.871995,0.0 28.858209,61.870862,0.0 28.854475,61.869486,0.0 28.853316,61.867523,0.0 28.84881,61.864811,0.0 28.841944,61.867725,0.0 28.848982,61.871448,0.0 28.852372,61.872925,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57130,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.88473,61.869546,0.0 28.883872,61.874766,0.0 28.88855,61.878832,0.0 28.897004,61.881401,0.0 28.903141,61.877295,0.0 28.909149,61.872217,0.0 28.902626,61.865054,0.0 28.897476,61.864467,0.0 28.898463,61.861573,0.0 28.896146,61.858821,0.0 28.883228,61.860703,0.0 28.88267,61.867381,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57150,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.897476,61.864467,0.0 28.902626,61.865054,0.0 28.904943,61.862464,0.0 28.898463,61.861573,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57170,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.841944,61.867725,0.0 28.841944,61.873188,0.0 28.839025,61.878488,0.0 28.841686,61.882372,0.0 28.851814,61.893615,0.0 28.864689,61.897254,0.0 28.864861,61.883828,0.0 28.863144,61.874685,0.0 28.858209,61.870862,0.0 28.854561,61.871995,0.0 28.852372,61.872925,0.0 28.848982,61.871448,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57200,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.897004,61.881401,0.0 28.917646,61.876506,0.0 28.92786,61.874928,0.0 28.931551,61.871893,0.0 28.943911,61.867321,0.0 28.941507,61.864852,0.0 28.934555,61.861816,0.0 28.92683,61.861533,0.0 28.92786,61.851776,0.0 28.908463,61.855056,0.0 28.896146,61.858821,0.0 28.898463,61.861573,0.0 28.904943,61.862464,0.0 28.902626,61.865054,0.0 28.909149,61.872217,0.0 28.903141,61.877295,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57210,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.897004,61.881401,0.0 28.882198,61.900084,0.0 28.903141,61.908896,0.0 28.928375,61.907764,0.0 28.963394,61.908815,0.0 28.976955,61.902833,0.0 28.996181,61.899033,0.0 29.023304,61.896607,0.0 29.025536,61.892645,0.0 29.036865,61.886336,0.0 29.023132,61.883585,0.0 29.036007,61.875737,0.0 29.043388,61.870073,0.0 28.971977,61.86983,0.0 28.952236,61.866107,0.0 28.943911,61.867321,0.0 28.931551,61.871893,0.0 28.92786,61.874928,0.0 28.917646,61.876506,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57220,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.989573,61.86987,0.0 28.981762,61.856351,0.0 28.954039,61.858618,0.0 28.92683,61.861533,0.0 28.934555,61.861816,0.0 28.941507,61.864852,0.0 28.943911,61.867321,0.0 28.952236,61.866107,0.0 28.971977,61.86983,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57230,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.92683,61.861533,0.0 28.954039,61.858618,0.0 28.981762,61.856351,0.0 28.989573,61.86987,0.0 29.043388,61.870073,0.0 29.054031,61.864569,0.0 29.056263,61.851776,0.0 29.066048,61.845621,0.0 29.061413,61.839383,0.0 29.037895,61.849589,0.0 29.031715,61.846188,0.0 29.048538,61.837196,0.0 29.061756,61.827472,0.0 29.071198,61.819366,0.0 29.100552,61.80769,0.0 29.10141,61.80039,0.0 29.125271,61.807123,0.0 29.124413,61.806717,0.0 29.170246,61.786273,0.0 29.198055,61.784406,0.0 29.21814,61.776289,0.0 29.257278,61.763785,0.0 29.260025,61.751275,0.0 29.261227,61.735672,0.0 29.259338,61.714855,0.0 29.239426,61.686616,0.0 29.242516,61.667395,0.0 29.206467,61.651586,0.0 29.08802,61.640173,0.0 29.068108,61.650282,0.0 29.047165,61.65778,0.0 29.033089,61.663484,0.0 28.998756,61.688895,0.0 28.9785,61.687104,0.0 28.961678,61.691826,0.0 28.939877,61.692803,0.0 28.907089,61.704441,0.0 28.873787,61.69728,0.0 28.891811,61.665277,0.0 28.857994,61.679206,0.0 28.825378,61.695896,0.0 28.790188,61.721443,0.0 28.760319,61.743556,0.0 28.794479,61.742255,0.0 28.817482,61.751356,0.0 28.817825,61.757206,0.0 28.83173,61.7542,0.0 28.820915,61.771661,0.0 28.851471,61.758343,0.0 28.88031,61.747294,0.0 28.895073,61.742093,0.0 28.910179,61.741443,0.0 28.93507,61.729656,0.0 28.934898,61.748594,0.0 28.914127,61.765084,0.0 28.906574,61.780591,0.0 28.903313,61.792034,0.0 28.932152,61.786192,0.0 28.958416,61.783026,0.0 28.955326,61.793332,0.0 28.938332,61.803554,0.0 28.911381,61.805906,0.0 28.911724,61.81515,0.0 28.924599,61.823581,0.0 28.9258,61.837034,0.0 28.92786,61.851776,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57310,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.761692,61.914069,0.0 28.76976,61.935397,0.0 28.756714,61.961553,0.0 28.704529,61.978654,0.0 28.66745,61.995747,0.0 28.644791,62.019273,0.0 28.627625,62.048575,0.0 28.643417,62.081707,0.0 28.698864,62.081386,0.0 28.688736,62.11946,0.0 28.713455,62.127004,0.0 28.739548,62.118175,0.0 28.768044,62.109825,0.0 28.776283,62.098581,0.0 28.767357,62.094886,0.0 28.7883,62.081386,0.0 28.83894,62.06796,0.0 28.824692,62.057907,0.0 28.777657,62.064181,0.0 28.752937,62.054368,0.0 28.732681,62.055172,0.0 28.760834,62.042782,0.0 28.751221,62.036826,0.0 28.786926,62.027004,0.0 28.836365,62.029258,0.0 28.869667,62.020401,0.0 28.811302,61.999293,0.0 28.84306,61.984783,0.0 28.884602,61.985992,0.0 28.863659,61.973331,0.0 28.88855,61.967442,0.0 28.901253,61.973654,0.0 28.943653,61.959212,0.0 28.988457,61.940242,0.0 29.016266,61.933136,0.0 29.035492,61.924089,0.0 29.017982,61.910998,0.0 29.017811,61.904046,0.0 29.031372,61.898305,0.0 29.023304,61.896607,0.0 28.996181,61.899033,0.0 28.976955,61.902833,0.0 28.963394,61.908815,0.0 28.928375,61.907764,0.0 28.903141,61.908896,0.0 28.882198,61.900084,0.0 28.864689,61.897254,0.0 28.851814,61.893615,0.0 28.835163,61.895556,0.0 28.815079,61.900812,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57510,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.835163,61.895556,0.0 28.851814,61.893615,0.0 28.841686,61.882372,0.0 28.839025,61.878488,0.0 28.841944,61.873188,0.0 28.841944,61.867725,0.0 28.82452,61.869992,0.0 28.804951,61.874604,0.0 28.816109,61.878974,0.0 28.822117,61.881037,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57600,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.84881,61.864811,0.0 28.855419,61.860116,0.0 28.8731,61.849185,0.0 28.893185,61.842462,0.0 28.879967,61.835737,0.0 28.859882,61.827391,0.0 28.847523,61.818069,0.0 28.799286,61.816123,0.0 28.782978,61.828282,0.0 28.753109,61.823095,0.0 28.747616,61.830632,0.0 28.769932,61.840518,0.0 28.7677,61.853801,0.0 28.788128,61.867887,0.0 28.804951,61.874604,0.0 28.82452,61.869992,0.0 28.841944,61.867725,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57710,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.804951,61.874604,0.0 28.794994,61.87687,0.0 28.786755,61.877882,0.0 28.775425,61.882736,0.0 28.74341,61.898629,0.0 28.761692,61.914069,0.0 28.815079,61.900812,0.0 28.835163,61.895556,0.0 28.822117,61.881037,0.0 28.816109,61.878974,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,57810,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.820915,61.771661,0.0 28.83173,61.7542,0.0 28.817825,61.757206,0.0 28.817482,61.751356,0.0 28.794479,61.742255,0.0 28.760319,61.743556,0.0 28.720322,61.746887,0.0 28.684101,61.735834,0.0 28.686676,61.710706,0.0 28.645134,61.7164,0.0 28.610973,61.739573,0.0 28.602562,61.752006,0.0 28.592091,61.768089,0.0 28.648396,61.790817,0.0 28.657837,61.810042,0.0 28.662472,61.821231,0.0 28.628483,61.82504,0.0 28.609772,61.842138,0.0 28.595524,61.856473,0.0 28.615952,61.856311,0.0 28.636379,61.857201,0.0 28.650627,61.883424,0.0 28.710709,61.896284,0.0 28.711052,61.901701,0.0 28.74341,61.898629,0.0 28.775425,61.882736,0.0 28.786755,61.877882,0.0 28.794994,61.87687,0.0 28.804951,61.874604,0.0 28.788128,61.867887,0.0 28.7677,61.853801,0.0 28.769932,61.840518,0.0 28.747616,61.830632,0.0 28.753109,61.823095,0.0 28.782978,61.828282,0.0 28.799286,61.816123,0.0 28.78315,61.815475,0.0 28.794136,61.807528,0.0 28.814049,61.803311,0.0 28.831215,61.794063,0.0 28.824348,61.78676,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,58130,"<Polygon><outerBoundaryIs><LinearRing><coordinates>28.643417,62.081707,0.0 28.608742,62.080261,0.0 28.56308,62.096171,0.0 28.55793,62.111271,0.0 28.560333,62.120583,0.0 28.526688,62.139682,0.0 28.553467,62.148505,0.0 28.623505,62.121868,0.0 28.632088,62.129091,0.0 28.614578,62.157005,0.0 28.631058,62.156042,0.0 28.646851,62.143693,0.0 28.645134,62.137917,0.0 28.667793,62.129733,0.0 28.688736,62.11946,0.0 28.698864,62.081386,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
